status_git,caminho,classificacao,risco,acao_obrigatoria
 D,tests/__pycache__/test_mask_viewer.cpython-310.pyc,cache_compilado,Baixo,Preservar apenas no ZIP/bundle histórico; remover do versionamento somente no baseline limpo.
 M,tests/__pycache__/test_mask_viewer.cpython-311-pytest-9.0.1.pyc,cache_compilado,Baixo,Preservar apenas no ZIP/bundle histórico; remover do versionamento somente no baseline limpo.
 D,tests/__pycache__/test_pen_tool.cpython-310-pytest-9.0.1.pyc,cache_compilado,Baixo,Preservar apenas no ZIP/bundle histórico; remover do versionamento somente no baseline limpo.
 D,tests/__pycache__/test_pen_tool.cpython-311-pytest-9.0.1.pyc,cache_compilado,Baixo,Preservar apenas no ZIP/bundle histórico; remover do versionamento somente no baseline limpo.
 D,tests/__pycache__/test_polygonal_lasso.cpython-310-pytest-9.0.1.pyc,cache_compilado,Baixo,Preservar apenas no ZIP/bundle histórico; remover do versionamento somente no baseline limpo.
 D,tests/__pycache__/test_polygonal_lasso.cpython-311-pytest-9.0.1.pyc,cache_compilado,Baixo,Preservar apenas no ZIP/bundle histórico; remover do versionamento somente no baseline limpo.
 D,tests/__pycache__/test_rect_ellipse.cpython-310-pytest-9.0.1.pyc,cache_compilado,Baixo,Preservar apenas no ZIP/bundle histórico; remover do versionamento somente no baseline limpo.
 D,tests/__pycache__/test_rect_ellipse.cpython-311-pytest-9.0.1.pyc,cache_compilado,Baixo,Preservar apenas no ZIP/bundle histórico; remover do versionamento somente no baseline limpo.
 D,tests/__pycache__/test_sat2d.cpython-310-pytest-9.0.1.pyc,cache_compilado,Baixo,Preservar apenas no ZIP/bundle histórico; remover do versionamento somente no baseline limpo.
 D,tests/__pycache__/test_sat2d.cpython-310.pyc,cache_compilado,Baixo,Preservar apenas no ZIP/bundle histórico; remover do versionamento somente no baseline limpo.
 D,tests/__pycache__/test_sat2d.cpython-311-pytest-9.0.1.pyc,cache_compilado,Baixo,Preservar apenas no ZIP/bundle histórico; remover do versionamento somente no baseline limpo.
 D,tests/__pycache__/test_sat2d.cpython-311.pyc,cache_compilado,Baixo,Preservar apenas no ZIP/bundle histórico; remover do versionamento somente no baseline limpo.
 D,tests/__pycache__/test_scene_layers.cpython-310-pytest-9.0.1.pyc,cache_compilado,Baixo,Preservar apenas no ZIP/bundle histórico; remover do versionamento somente no baseline limpo.
 D,tests/__pycache__/test_scene_layers.cpython-310.pyc,cache_compilado,Baixo,Preservar apenas no ZIP/bundle histórico; remover do versionamento somente no baseline limpo.
 D,tests/__pycache__/test_scene_layers.cpython-311-pytest-9.0.1.pyc,cache_compilado,Baixo,Preservar apenas no ZIP/bundle histórico; remover do versionamento somente no baseline limpo.
 D,tests/__pycache__/test_scene_layers.cpython-311.pyc,cache_compilado,Baixo,Preservar apenas no ZIP/bundle histórico; remover do versionamento somente no baseline limpo.
 D,tests/__pycache__/test_smoothing.cpython-310-pytest-9.0.1.pyc,cache_compilado,Baixo,Preservar apenas no ZIP/bundle histórico; remover do versionamento somente no baseline limpo.
 D,tests/__pycache__/test_smoothing.cpython-310.pyc,cache_compilado,Baixo,Preservar apenas no ZIP/bundle histórico; remover do versionamento somente no baseline limpo.
 D,tests/__pycache__/test_smoothing.cpython-311-pytest-9.0.1.pyc,cache_compilado,Baixo,Preservar apenas no ZIP/bundle histórico; remover do versionamento somente no baseline limpo.
 D,tests/__pycache__/test_tools_integrated.cpython-310-pytest-9.0.1.pyc,cache_compilado,Baixo,Preservar apenas no ZIP/bundle histórico; remover do versionamento somente no baseline limpo.
 D,tests/__pycache__/test_tools_integrated.cpython-310.pyc,cache_compilado,Baixo,Preservar apenas no ZIP/bundle histórico; remover do versionamento somente no baseline limpo.
 D,tests/__pycache__/test_tools_integrated.cpython-311-pytest-9.0.1.pyc,cache_compilado,Baixo,Preservar apenas no ZIP/bundle histórico; remover do versionamento somente no baseline limpo.
 D,tests/test_auto_detect_basic.py,teste_legado_excluido,Alto,"Recuperar do bundle para área de caracterização, executar e decidir entre manter, adaptar ou substituir. Não descartar."
 D,tests/test_auto_detect_enhanced.py,teste_legado_excluido,Alto,"Recuperar do bundle para área de caracterização, executar e decidir entre manter, adaptar ou substituir. Não descartar."
 D,tests/test_auto_detect_integration.py,teste_legado_excluido,Alto,"Recuperar do bundle para área de caracterização, executar e decidir entre manter, adaptar ou substituir. Não descartar."
 D,tests/test_auto_detect_perfect.py,teste_legado_excluido,Alto,"Recuperar do bundle para área de caracterização, executar e decidir entre manter, adaptar ou substituir. Não descartar."
 D,tests/test_broadphase.py,teste_legado_excluido,Alto,"Recuperar do bundle para área de caracterização, executar e decidir entre manter, adaptar ou substituir. Não descartar."
 D,tests/test_commands_layers.py,teste_legado_excluido,Alto,"Recuperar do bundle para área de caracterização, executar e decidir entre manter, adaptar ou substituir. Não descartar."
 D,tests/test_convex_decomp.py,teste_legado_excluido,Alto,"Recuperar do bundle para área de caracterização, executar e decidir entre manter, adaptar ou substituir. Não descartar."
 D,tests/test_edge_utils.py,teste_legado_excluido,Alto,"Recuperar do bundle para área de caracterização, executar e decidir entre manter, adaptar ou substituir. Não descartar."
 D,tests/test_expand_contract_command.py,teste_legado_excluido,Alto,"Recuperar do bundle para área de caracterização, executar e decidir entre manter, adaptar ou substituir. Não descartar."
 D,tests/test_export_preview.py,teste_legado_excluido,Alto,"Recuperar do bundle para área de caracterização, executar e decidir entre manter, adaptar ou substituir. Não descartar."
 D,tests/test_exporters.py,teste_legado_excluido,Alto,"Recuperar do bundle para área de caracterização, executar e decidir entre manter, adaptar ou substituir. Não descartar."
 D,tests/test_groups.py,teste_legado_excluido,Alto,"Recuperar do bundle para área de caracterização, executar e decidir entre manter, adaptar ou substituir. Não descartar."
 D,tests/test_handle_command.py,teste_legado_excluido,Alto,"Recuperar do bundle para área de caracterização, executar e decidir entre manter, adaptar ou substituir. Não descartar."
 D,tests/test_lasso.py,teste_legado_excluido,Alto,"Recuperar do bundle para área de caracterização, executar e decidir entre manter, adaptar ou substituir. Não descartar."
 D,tests/test_magnetic_lasso.py,teste_legado_excluido,Alto,"Recuperar do bundle para área de caracterização, executar e decidir entre manter, adaptar ou substituir. Não descartar."
 D,tests/test_mask_utils_curvature.py,teste_legado_excluido,Alto,"Recuperar do bundle para área de caracterização, executar e decidir entre manter, adaptar ou substituir. Não descartar."
 M,tests/test_mask_viewer.py,outro,Médio,"Investigar finalidade e dependências antes de decidir inclusão, arquivo ou exclusão."
 D,tests/test_pen_tool.py,teste_legado_excluido,Alto,"Recuperar do bundle para área de caracterização, executar e decidir entre manter, adaptar ou substituir. Não descartar."
 D,tests/test_polygonal_lasso.py,teste_legado_excluido,Alto,"Recuperar do bundle para área de caracterização, executar e decidir entre manter, adaptar ou substituir. Não descartar."
 D,tests/test_rect_ellipse.py,teste_legado_excluido,Alto,"Recuperar do bundle para área de caracterização, executar e decidir entre manter, adaptar ou substituir. Não descartar."
 D,tests/test_sat2d.py,teste_legado_excluido,Alto,"Recuperar do bundle para área de caracterização, executar e decidir entre manter, adaptar ou substituir. Não descartar."
 D,tests/test_scene_layers.py,teste_legado_excluido,Alto,"Recuperar do bundle para área de caracterização, executar e decidir entre manter, adaptar ou substituir. Não descartar."
 D,tests/test_smoothing.py,teste_legado_excluido,Alto,"Recuperar do bundle para área de caracterização, executar e decidir entre manter, adaptar ou substituir. Não descartar."
 D,tests/test_tools_integrated.py,teste_legado_excluido,Alto,"Recuperar do bundle para área de caracterização, executar e decidir entre manter, adaptar ou substituir. Não descartar."
 D,tools/bench_packer.py,codigo_fonte_excluido,Alto,"Recuperar do histórico e verificar funcionalidade exclusiva, chamadas dinâmicas e substituto equivalente."
??,.github/,configuracao,Médio,"Revisar dados pessoais, versões, caminhos e efeito no build/testes antes de consolidar."
??,.gitignore,configuracao,Médio,"Revisar dados pessoais, versões, caminhos e efeito no build/testes antes de consolidar."
??,bench/benchmark_convex_decomp.py,benchmark_novo,Médio,"Preservar. Validar sintaxe, importação, integração e cobertura antes de consolidar no baseline."
??,bench/benchmark_gltf_export.py,benchmark_novo,Médio,"Preservar. Validar sintaxe, importação, integração e cobertura antes de consolidar no baseline."
??,bench/benchmark_triangulation.py,benchmark_novo,Médio,"Preservar. Validar sintaxe, importação, integração e cobertura antes de consolidar no baseline."
??,bench/run_benchmarks.py,benchmark_novo,Médio,"Preservar. Validar sintaxe, importação, integração e cobertura antes de consolidar no baseline."
??,config.example.json,configuracao,Médio,"Revisar dados pessoais, versões, caminhos e efeito no build/testes antes de consolidar."
??,docs/AUDITORIA_TECNICA_2026-07-27.md,documentacao,Baixo,Revisar contra o código e incluir quando não fizer afirmações não validadas.
??,docs/DEFINICAO_DO_PRODUTO.md,documentacao,Baixo,Revisar contra o código e incluir quando não fizer afirmações não validadas.
??,docs/ESTRATEGIA_GITHUB.md,documentacao,Baixo,Revisar contra o código e incluir quando não fizer afirmações não validadas.
??,docs/MATRIZ_FUNCIONALIDADES.md,documentacao,Baixo,Revisar contra o código e incluir quando não fizer afirmações não validadas.
??,docs/PLANO_DE_DESENVOLVIMENTO.md,documentacao,Baixo,Revisar contra o código e incluir quando não fizer afirmações não validadas.
??,docs/PLANO_RENOMEACAO.md,documentacao,Baixo,Revisar contra o código e incluir quando não fizer afirmações não validadas.
??,docs/POLITICA_NAO_REGRESSAO.md,documentacao,Baixo,Revisar contra o código e incluir quando não fizer afirmações não validadas.
??,docs/VALIDACAO_ETAPA_0.md,documentacao,Baixo,Revisar contra o código e incluir quando não fizer afirmações não validadas.
??,mypy.ini,configuracao,Médio,"Revisar dados pessoais, versões, caminhos e efeito no build/testes antes de consolidar."
??,pack_for_ai.py,outro,Médio,"Investigar finalidade e dependências antes de decidir inclusão, arquivo ou exclusão."
??,src/__init__.py,codigo_fonte_novo,Alto,"Preservar. Validar sintaxe, importação, integração e cobertura antes de consolidar no baseline."
??,src/collision/__init__.py,codigo_fonte_novo,Alto,"Preservar. Validar sintaxe, importação, integração e cobertura antes de consolidar no baseline."
??,src/core/view_processor.py,codigo_fonte_novo,Alto,"Preservar. Validar sintaxe, importação, integração e cobertura antes de consolidar no baseline."
??,src/exporters/gltf_exporter.py,codigo_fonte_novo,Alto,"Preservar. Validar sintaxe, importação, integração e cobertura antes de consolidar no baseline."
??,src/exporters/profiles/__init__.py,codigo_fonte_novo,Alto,"Preservar. Validar sintaxe, importação, integração e cobertura antes de consolidar no baseline."
??,src/models/__init__.py,codigo_fonte_novo,Alto,"Preservar. Validar sintaxe, importação, integração e cobertura antes de consolidar no baseline."
??,src/physics/__init__.py,codigo_fonte_novo,Alto,"Preservar. Validar sintaxe, importação, integração e cobertura antes de consolidar no baseline."
??,src/tools/collision_brush_tool.py,codigo_fonte_novo,Alto,"Preservar. Validar sintaxe, importação, integração e cobertura antes de consolidar no baseline."
??,src/tools/polygon_edit_tool.py,codigo_fonte_novo,Alto,"Preservar. Validar sintaxe, importação, integração e cobertura antes de consolidar no baseline."
??,src/tools/selection_tool.py,codigo_fonte_novo,Alto,"Preservar. Validar sintaxe, importação, integração e cobertura antes de consolidar no baseline."
??,src/ui/__init__.py,codigo_fonte_novo,Alto,"Preservar. Validar sintaxe, importação, integração e cobertura antes de consolidar no baseline."
??,src/ui/gizmo.py,codigo_fonte_novo,Alto,"Preservar. Validar sintaxe, importação, integração e cobertura antes de consolidar no baseline."
??,test_gui_interaction.py,teste_novo_nao_rastreado,Médio,Preservar e validar. Mapear quais requisitos cobre e quais testes legados substitui.
??,test_physics_core.py,teste_novo_nao_rastreado,Médio,Preservar e validar. Mapear quais requisitos cobre e quais testes legados substitui.
??,tests/__init__.py,teste_novo_nao_rastreado,Médio,Preservar e validar. Mapear quais requisitos cobre e quais testes legados substitui.
??,tests/test_auto_detect.py,teste_novo_nao_rastreado,Médio,Preservar e validar. Mapear quais requisitos cobre e quais testes legados substitui.
??,tests/test_broadphase_sap.py,teste_novo_nao_rastreado,Médio,Preservar e validar. Mapear quais requisitos cobre e quais testes legados substitui.
??,tests/test_export.py,teste_novo_nao_rastreado,Médio,Preservar e validar. Mapear quais requisitos cobre e quais testes legados substitui.
??,tests/test_full_behavior.py,teste_novo_nao_rastreado,Médio,Preservar e validar. Mapear quais requisitos cobre e quais testes legados substitui.
??,tests/test_scene_repair.py,teste_novo_nao_rastreado,Médio,Preservar e validar. Mapear quais requisitos cobre e quais testes legados substitui.
??,tests/test_tools_real.py,teste_novo_nao_rastreado,Médio,Preservar e validar. Mapear quais requisitos cobre e quais testes legados substitui.
??,tests/test_view_modes_and_tools.py,teste_novo_nao_rastreado,Médio,Preservar e validar. Mapear quais requisitos cobre e quais testes legados substitui.
